,NAME,RA,DEC,Z_LAMBDA,LAMBDA,S,Z_SPEC,IMAG,MODEL_MAG_U,MODEL_MAG_G,MODEL_MAG_R,MODEL_MAG_I,MODEL_MAG_Z,ILUM
4742,RMJ122819.3+213047.5,187.08055414177215,21.513202704907368,0.34857744,37.851807,0.99372756,0.35014665,0.0,21.581106,19.811642,18.170212,17.538286,17.212725,25.340023
4745,RMJ115427.0+524721.3,178.61268804992997,52.7892380865058,0.37684754,43.785988,1.0278674,0.3802538,0.0,23.157112,20.26992,18.378355,17.724756,17.351978,30.07553
4747,RMJ221529.4+082017.6,333.87257200321864,8.338216235742806,0.20025232,30.376867,1.0629848,0.19096972,0.0,21.925602,18.296251,16.981386,16.475552,16.118683,26.011255
4748,RMJ094844.3+273737.5,147.18463238413753,27.62709681395111,0.23195024,38.400986,1.011469,0.23691216,0.0,22.020147,19.32331,17.987352,17.497448,17.164152,22.850723
4749,RMJ132956.4+540116.3,202.48518356512773,54.02118317891179,0.4828046,65.28025,1.5914087,0.47752416,0.0,23.884176,20.693987,18.90912,18.016853,17.598093,39.625404
4751,RMJ115726.2+224611.5,179.35907015732863,22.769850326704532,0.37624884,50.330376,1.109207,0.40092117,0.0,23.736063,20.600376,18.748611,18.074726,17.721899,30.293938
4753,RMJ101659.9+291936.4,154.24944636526948,29.32677899034625,0.37527075,47.92009,1.0208387,0.38661122,0.0,23.04062,20.525236,18.724585,18.093908,17.735498,29.664587
4755,RMJ122109.3+191302.2,185.28859248318747,19.217270802038936,0.34512064,45.616585,0.99283576,0.32578555,0.0,24.090172,19.371195,17.663849,17.042402,16.676252,34.644096
4756,RMJ084429.6+532133.5,131.12315230644495,53.35931821321813,0.34816983,41.32994,0.9935005,0.32324526,0.0,22.240704,20.073948,18.228582,17.599226,17.261103,33.047092
4757,RMJ074205.4+313126.3,115.5225904560883,31.52397880229683,0.32164946,50.955826,1.0109015,0.3273254,0.0,22.998886,19.733562,17.967047,17.370493,16.999681,36.779396
4758,RMJ150900.1+002327.4,227.25024928176728,0.3909320454613374,0.25308448,36.79921,0.99905527,0.24705414,0.0,21.450186,18.116247,16.673693,16.16438,15.807587,30.536175
4759,RMJ094210.9+053541.3,145.54530605624927,5.594800445008561,0.24611272,39.316284,0.9957174,0.2186496,0.0,21.83017,18.523682,17.137054,16.628359,16.316221,27.376516
4760,RMJ145607.3+280751.2,224.03054449749965,28.1308758976122,0.3406227,34.388924,0.99353087,0.3687929,0.0,25.57717,20.495386,18.758204,18.209814,17.828306,25.938784
4761,RMJ223905.0+003912.7,339.77077297607354,0.6535319730795841,0.22691461,33.946533,1.0094668,0.20934007,0.0,20.144802,17.960701,16.611757,16.09138,15.733312,26.778843
4764,RMJ091312.0+494731.0,138.30015346743227,49.79195706050261,0.24719815,34.175354,1.0203024,0.23784345,0.0,22.742151,20.60061,19.112335,18.674461,18.294783,17.941248
4766,RMJ144027.7+062929.7,220.11538810533335,6.491570730571835,0.39842057,45.479294,1.1179553,0.40779752,0.0,24.765135,21.101751,19.165993,18.4877,18.141441,25.114414
4767,RMJ025804.2-022937.9,44.51756846070698,-2.4938563526440984,0.44166636,62.930984,1.5269926,0.4592356,0.0,26.159433,20.926868,19.104069,18.340141,17.852907,35.383907
4769,RMJ084208.8+381332.2,130.53677919606736,38.22561149170509,0.23751202,33.900764,0.99672115,0.24410759,0.0,21.03079,18.909424,17.441673,16.902014,16.561388,22.97366
4770,RMJ134413.5+322023.6,206.05619178571482,32.33990241319221,0.2809045,33.397354,0.99691385,0.28116396,0.0,21.995823,19.55907,17.997519,17.446087,17.10491,20.824816
4772,RMJ154554.0+030912.3,236.47492859396868,3.153430122452152,0.19991715,34.434692,1.074691,0.20925853,0.0,21.24408,18.770744,17.447935,16.963581,16.590786,16.154491
4778,RMJ221344.2-001147.0,333.43426236085264,-0.19638702874792247,0.37015402,49.09472,1.0476817,0.36513853,0.0,22.427547,20.094667,18.265158,17.646318,17.218786,30.957153
4780,RMJ123045.0+471824.9,187.68733360088135,47.30691265920364,0.27735826,38.278946,0.9960143,0.25573507,0.0,21.82247,19.49254,17.95827,17.39264,17.051685,24.204565
4781,RMJ231601.8+151944.0,349.0075594440028,15.328898154200099,0.4400965,69.55164,1.4066741,0.43088424,0.0,23.67167,20.437819,18.856318,18.152245,17.699764,38.119656
4784,RMJ125649.5+531143.9,194.2062129642108,53.19553381772738,0.47686753,72.66366,1.5530965,0.4775765,0.0,26.128574,20.526503,18.844955,17.9758,17.556128,48.46254
4785,RMJ164847.6+194107.7,252.19833170887085,19.685469891945164,0.3429343,55.715378,1.0314873,0.29871157,0.0,23.88834,20.231356,18.526386,17.917404,17.507235,38.739883
4786,RMJ084039.4+532916.2,130.16430173373743,53.48782089765427,0.3501967,40.887543,1.0084312,0.32916623,0.0,23.241453,19.585403,17.784882,17.17838,16.875996,30.72517
4788,RMJ150654.5+350117.2,226.72720654078086,35.021430676364204,0.35711476,42.03167,1.0006045,0.36067376,0.0,25.345566,20.424032,18.538322,17.891459,17.501537,29.50062
4794,RMJ153744.3+093726.7,234.43443214449275,9.624085997800375,0.2073804,34.694023,1.0297428,0.21271525,0.0,20.57546,18.473898,17.126007,16.586159,16.312704,21.010756
4795,RMJ101435.4+173455.0,153.64761035721756,17.581948178083632,0.39001754,40.918053,1.0855781,0.40025407,0.0,22.16879,21.028801,19.274704,18.622055,18.182796,22.943022
4798,RMJ102634.5+042447.3,156.64372328434936,4.413143484422898,0.34047735,38.889145,0.99552804,0.3416606,0.0,22.201054,20.1311,18.262388,17.667995,17.30885,29.763464
4800,RMJ020155.8-082720.2,30.482577725217638,-8.455614286273441,0.48336822,83.54045,1.9594473,0.49785623,0.0,25.481405,21.871346,20.082878,19.265202,18.62425,44.237083
4804,RMJ232927.6+052655.7,352.3649457588133,5.4487918111884,0.17290416,33.855003,1.0192794,0.177699,0.0,19.272194,17.30123,16.101912,15.612936,15.2518015,27.449095
4805,RMJ074833.9+421038.1,117.14124518009672,42.17724383325174,0.47146532,65.11244,1.7139778,0.46357703,0.0,25.562862,21.196178,19.52294,18.657793,18.318823,39.06647
4808,RMJ170412.8+305808.2,256.0534705405171,30.96895586392055,0.32303527,35.74662,0.99358106,0.32173592,0.0,23.116253,19.798475,18.088797,17.48725,17.171947,26.5829
4809,RMJ075312.7+445910.6,118.30310176487131,44.98626931725575,0.5094792,74.570526,2.0804803,0.47190878,0.0,21.329573,20.588743,19.111519,18.252115,17.742537,42.156036
4814,RMJ104918.1+354018.1,162.32530902310535,35.67168241949606,0.43618637,63.068275,1.2930976,0.44912413,0.0,23.373882,20.488934,18.72825,17.917017,17.467789,45.438297
4815,RMJ113119.7+030036.8,172.83204125698649,3.0102356220356343,0.44414464,41.314682,1.6439046,0.46631083,0.0,22.471897,20.992044,18.974857,18.216465,17.790308,21.513214
4817,RMJ092812.5+310926.4,142.05199439241045,31.157326723878604,0.32473677,38.263687,0.99785775,0.34130892,0.0,24.40495,20.325523,18.647062,18.056541,17.653168,26.81573
4820,RMJ151411.5+070918.7,228.54798843369412,7.155187233093839,0.38695192,58.6901,1.1938995,0.3853882,0.0,22.52717,20.529797,18.785828,18.104826,17.725018,33.619534
4821,RMJ095435.1+105249.9,148.64642918856765,10.880533552522463,0.31420034,34.388924,0.9950136,0.2963989,0.0,21.753006,19.168507,17.582697,16.981617,16.667843,35.55872
4822,RMJ151602.6+422306.8,229.01098654838466,42.38521442577778,0.35047987,42.82493,1.0013926,0.34965152,0.0,22.18754,20.653921,18.837154,18.240467,18.043215,27.311644
4823,RMJ162235.2+301421.4,245.64659510213966,30.23928435115685,0.29093623,35.67034,0.9975149,0.3058066,0.0,22.626259,19.678707,18.04809,17.508533,17.165455,23.290415
4826,RMJ080234.9+362100.9,120.64551294565045,36.35024837846471,0.2874346,43.038498,1.0176619,0.29448888,0.0,20.944246,18.344742,16.72322,16.155855,15.82818,38.575504
4828,RMJ103749.6+122709.5,159.45649866737682,12.452645150056934,0.41499668,46.69969,1.1844378,0.4304857,0.0,25.042545,20.557325,18.745838,18.077824,17.591053,35.023388
4829,RMJ123616.7+154616.5,189.0696379639542,15.771237918204042,0.30481586,32.649857,0.99575824,0.2841146,0.0,22.680326,19.745127,18.204165,17.604588,17.280972,19.825022
4831,RMJ083032.0+484852.7,127.63353562991101,48.814639235776774,0.18456888,33.931274,1.0172393,0.17465521,0.0,19.432735,16.947933,15.712177,15.237149,14.95979,27.550753
4832,RMJ003544.1-023758.2,8.933606416183025,-2.632835931954929,0.35857934,33.534645,1.003892,0.3735287,0.0,21.343481,19.950804,18.16527,17.556486,17.154425,23.010372
4834,RMJ104044.7+304213.6,160.1860475340606,30.703770363186457,0.3656069,39.087456,1.0159988,0.38821396,0.0,22.483393,20.56091,18.782333,18.159395,17.80189,22.821156
4835,RMJ121937.3+382838.9,184.90529573218362,38.47748595094156,0.3918664,48.14891,1.115813,0.38573942,0.0,20.563877,19.512922,17.806356,17.17296,16.769524,37.346806
4838,RMJ152357.1+013132.5,230.98775825691916,1.5256850585666855,0.49148178,46.150513,1.881482,0.49974883,0.0,23.059238,21.134438,19.420115,18.517208,18.07664,26.475548
4839,RMJ080630.1+114112.0,121.62557095425126,11.686677746905907,0.36740366,41.95539,1.0091974,0.36794233,0.0,21.402605,19.530573,17.636793,16.98547,16.596273,29.466934
4840,RMJ152915.8+111934.7,232.31578810310515,11.32629450562655,0.23139499,36.38733,1.0379976,0.22634985,0.0,20.7209,18.04358,16.625645,16.138512,15.783962,25.558317
4842,RMJ110825.5+141725.1,167.10626025409863,14.290315934001118,0.34518242,40.93331,1.0067424,0.3442188,0.0,22.04663,19.844044,18.137453,17.577122,17.22434,27.59215
4843,RMJ211605.1-022547.1,319.0210515881527,-2.4297477908731273,0.45237732,74.723076,1.5112158,0.45767567,0.0,22.608679,20.342398,18.56355,17.824808,17.378956,43.266346
4845,RMJ123710.8+102827.3,189.29497269849986,10.474262297130727,0.2839607,42.4283,0.99838585,0.29612952,0.0,22.071335,19.475248,17.955753,17.337889,17.070288,29.936852
4847,RMJ100116.1+212703.6,150.317291299702,21.45098701891302,0.48309958,70.00929,1.5994318,0.50731695,0.0,22.259268,21.70562,19.772587,18.882496,18.432787,36.331207
4848,RMJ092559.4+042543.8,141.497492522945,4.428837180894079,0.38143563,43.694458,1.0745468,0.3763513,0.0,22.09635,20.678698,18.940695,18.258339,17.90961,35.541943
4849,RMJ155554.5+404410.3,238.97711268398405,40.736199522074244,0.40219036,51.688065,1.1781013,0.39351115,0.0,26.708538,20.448252,18.539764,17.864115,17.415209,37.075607
4850,RMJ133314.9+083139.5,203.3120823633059,8.527632901092781,0.42161828,58.308723,1.2269094,0.42502227,0.0,25.118465,20.439173,18.719257,18.029808,17.61797,38.449978
4856,RMJ094629.8+055240.3,146.62395957081569,5.877862697982156,0.33294514,40.109543,0.9915939,0.3294845,0.0,22.703785,19.975008,18.256031,17.676111,17.338768,26.20587
4857,RMJ020726.5+225347.4,31.860462127734024,22.89650097247715,0.34628397,42.82493,1.0089597,0.32660875,0.0,21.347338,19.554573,17.758686,17.19755,16.9111,37.751446
4860,RMJ123425.3+142914.7,188.60526214198137,14.487425481131652,0.23295721,32.665115,0.99745333,0.23456432,0.0,21.974993,19.215492,17.7656,17.237432,16.878088,18.397131
4862,RMJ103902.5+152109.4,159.76055195573707,15.352602836554032,0.42604867,59.62065,1.1576234,0.43844396,0.0,23.017237,21.137438,19.048908,18.355335,17.825188,35.41194
4864,RMJ100848.5+111310.8,152.20218918876833,11.219673277132902,0.4862175,69.749954,1.8570887,0.47671473,0.0,23.481073,21.027462,19.292442,18.37566,18.209475,39.702362
4867,RMJ073934.9+315429.2,114.89539510729875,31.90809859483236,0.35055387,39.529854,1.0024331,0.3305995,0.0,22.229244,20.348099,18.56013,17.94946,17.572092,24.945105
4868,RMJ005100.2+022615.7,12.750991210790005,2.437695987671169,0.39074734,40.734993,1.098828,0.3841163,0.0,22.597443,20.616295,18.808752,18.151035,17.706747,33.217457
4869,RMJ083619.5+140804.5,129.0810465839949,14.134571424082786,0.35027647,43.17579,0.99482167,0.35569307,0.0,22.669933,20.22568,18.333057,17.717613,17.484507,31.67099
4870,RMJ092820.8+042144.3,142.08658516357764,4.362300649234086,0.23701595,35.70085,0.99881953,0.24350737,0.0,21.621258,18.72006,17.153563,16.650528,16.342531,24.955605
4873,RMJ130650.6+595715.9,196.71068092683123,59.954427264180595,0.26607144,35.44152,1.0183215,0.26267046,0.0,21.028473,18.88583,17.415422,16.85802,16.561354,31.05516
4875,RMJ013846.0-101653.8,24.691587295916136,-10.281613189113562,0.36750215,42.70289,1.0257555,0.3659031,0.0,23.767603,20.47326,18.653753,18.07356,17.686962,37.406425
4877,RMJ110753.1+590537.7,166.97141532996062,59.09381156375314,0.42987567,54.78483,1.1969484,0.41248804,0.0,22.227976,20.476227,18.861868,18.138647,17.770916,45.150623
4879,RMJ015306.0+151905.7,28.275084917007348,15.318244036543112,0.2447973,33.488884,0.9949027,0.24347141,0.0,21.411636,19.584738,18.088188,17.554409,17.18145,21.352274
4880,RMJ095154.4+300122.7,147.97652492838264,30.02297680244881,0.3496563,41.284172,0.9960297,0.33612892,0.0,22.054037,20.19402,18.512272,17.906,17.617796,26.655146
4882,RMJ140612.5+520233.7,211.55193109034212,52.04268580542679,0.43542373,66.39386,1.3592813,0.42757872,0.0,25.839386,20.523273,18.759573,18.009466,17.538221,43.475883
4883,RMJ153328.2+134436.4,233.36736979770018,13.743439671822097,0.32618806,30.315847,0.99545825,0.347457,0.0,22.194227,20.371904,18.662163,18.132185,17.792564,20.380411
4884,RMJ012820.5+220328.7,22.085431228260518,22.05798065306389,0.42569172,57.240875,1.4987466,0.42548126,0.0,26.206161,21.149557,19.359045,18.62494,18.222204,33.478855
4886,RMJ122706.1+385302.2,186.7754449133223,38.883940632033166,0.3734674,54.09835,1.0510384,0.37975317,0.0,26.842669,20.501911,18.689041,18.050465,17.672504,33.758217
4888,RMJ231526.8-004657.8,348.8614753151949,-0.7827182778583631,0.39363447,47.52346,1.0959244,0.3781528,0.0,23.880035,21.091549,19.34611,18.713459,18.328833,27.704687
4890,RMJ144856.3+302804.5,222.234391482913,30.467912979745215,0.4227431,61.741096,1.1700433,0.4255985,0.0,23.150972,19.897572,18.231092,17.60167,17.138584,42.149254
4891,RMJ121753.0+254546.0,184.47068015842285,25.762787322052525,0.29766357,33.473625,0.9967334,0.30374873,0.0,21.410236,19.470701,17.874334,17.27132,16.9364,27.233576
4892,RMJ093731.8+533058.9,144.38267133834452,53.51637107606417,0.21459283,33.153275,1.0029744,0.19752026,0.0,20.932318,18.714663,17.364048,16.896437,16.49103,24.792408
4893,RMJ222532.5+020629.0,336.38527537723087,2.1080664660450625,0.45780462,50.040527,1.6097493,0.45085043,0.0,21.054226,20.222591,18.500475,17.696735,17.249603,32.68913
4895,RMJ092846.8+005131.4,142.19517093378354,0.858734911832215,0.30644247,40.246834,0.99319637,0.31783932,0.0,22.630968,19.519163,17.910427,17.393188,17.082087,25.645405
4896,RMJ115802.1+284300.0,179.50875509992795,28.71666901586539,0.34128088,40.490913,0.99291784,0.35054058,0.0,22.223076,20.417074,18.531242,17.924313,17.540888,25.321445
4899,RMJ004024.9+045438.9,10.103868170453138,4.910810843425679,0.2727259,35.76187,0.99701077,0.26217538,0.0,22.83115,19.539621,18.026093,17.495073,17.144842,27.173084
4900,RMJ152059.5+242406.2,230.24775894954138,24.40171608863452,0.4607706,72.92299,1.5921564,0.4715836,0.0,26.967987,21.0995,19.364721,18.470022,18.024302,42.70119
4901,RMJ154510.2+350518.7,236.29229451548065,35.08853293908917,0.45511323,55.608597,1.423335,0.44595987,0.0,22.134663,20.025116,18.353241,17.586153,17.16798,37.941143
4902,RMJ103443.8+084847.9,158.68236008790927,8.8132975793293,0.3425495,40.643463,0.99554986,0.3218614,0.0,21.133165,19.672998,17.954388,17.343636,17.055052,28.231377
4906,RMJ075033.9+275622.2,117.64125075959419,27.939497612049614,0.52824545,80.047066,2.015357,0.52348953,0.0,26.38166,22.185522,20.14204,19.228132,18.818047,47.386745
4909,RMJ113356.3+195238.7,173.48443717144175,19.87740321562771,0.22717759,35.71611,1.0179939,0.23342796,0.0,21.122402,19.222645,17.761654,17.25679,16.909315,26.670147
4912,RMJ105735.8+083911.5,164.3992183628047,8.653186009088087,0.19300836,34.73979,0.99799955,0.1964005,0.0,20.304876,18.346292,17.04531,16.556261,16.235634,23.177063
4913,RMJ144849.4+042031.6,222.20596652997384,4.342102354528942,0.44820136,57.134094,1.4072683,0.44950584,0.0,21.818386,20.6245,18.928747,18.19364,17.852537,35.124752
4914,RMJ090458.4+365749.2,136.24338703125994,36.96365545820557,0.4226659,57.500214,1.1989366,0.44165236,0.0,23.630953,20.805458,19.036444,18.294003,17.939905,35.401756
4915,RMJ082911.5+260003.3,127.2978368959466,26.00092325143363,0.42347652,64.45648,1.3854289,0.39529622,0.0,22.955421,21.218134,19.244766,18.533169,18.09977,38.084457
4916,RMJ100834.5+462748.7,152.14385619883151,46.46352359632675,0.19712156,32.100677,0.9997412,0.1944587,0.0,19.820091,17.803167,16.475777,15.970466,15.597121,25.411938
4918,RMJ110419.9+260121.4,166.08290906479266,26.022621382215004,0.31109992,37.272118,1.0134839,0.30280265,0.0,21.794294,19.182562,17.5504,17.006111,16.663965,28.69804
4919,RMJ110518.1+065318.8,166.32550212658856,6.888560626658666,0.24199188,35.44152,0.9999654,0.23442803,0.0,20.29672,17.846273,16.396803,15.909989,15.61393,28.722914
4920,RMJ164639.9+441104.1,251.66639721169923,44.18446635744551,0.3913115,45.387764,1.0992544,0.39706963,0.0,24.164955,20.41326,18.710209,18.048944,17.623056,31.105244
4921,RMJ003246.4+040044.8,8.193352723854218,4.0124543586387444,0.20530985,34.73979,1.1011914,0.2042169,0.0,20.623318,18.482122,17.13197,16.618399,16.328766,20.829002
4922,RMJ124607.8+220605.6,191.53238802722876,22.101566329901463,0.52749336,60.96309,2.0708106,0.497153,0.0,26.419254,21.848953,20.180618,19.297335,18.887133,29.850351
4923,RMJ010253.6-002114.0,15.723324534412331,-0.3538820097805388,0.42226663,57.027306,1.2136313,0.41619262,0.0,26.865728,19.94217,18.207409,17.4901,17.102318,38.343513
4924,RMJ234544.5+044757.5,356.435265184191,4.799298829993546,0.18365936,31.21589,1.0732042,0.19143172,0.0,19.572855,17.400496,16.102676,15.592975,15.245875,28.246626
4925,RMJ010323.4+001910.1,15.847517612545502,0.3194597356464001,0.22455119,30.010748,0.99935156,0.23798795,0.0,20.742777,18.237745,16.887033,16.379988,16.01242,23.374138
4926,RMJ124402.4+285614.1,191.0101955244196,28.937258134979963,0.23458965,30.087023,0.9999217,0.22811069,0.0,21.293032,18.52962,17.080053,16.570108,16.268063,25.926474
4927,RMJ114713.6+032433.4,176.80669078618214,3.409287201586306,0.22883816,33.610924,0.99604464,0.23247145,0.0,20.759884,18.585924,17.151634,16.644352,16.298393,26.343174
4931,RMJ135815.7+095534.5,209.5655897577545,9.92624118347333,0.33636054,44.716545,0.9959598,0.32211718,0.0,26.2752,19.095848,17.398724,16.850628,16.581861,35.208656
4933,RMJ141658.0+440721.6,214.2415439557464,44.12266345296142,0.4801204,81.72511,1.7550588,0.4538909,0.0,23.91227,21.052797,19.567583,18.77664,18.463543,43.691288
4934,RMJ085627.3+542214.6,134.11372765854492,54.37071066065025,0.42070726,31.505735,1.2453138,0.40731052,0.0,21.95275,19.671988,17.912556,17.242226,16.835611,26.805305
4935,RMJ080234.7+314320.1,120.64440581448429,31.722237819211056,0.18812445,31.063341,1.0364541,0.1881679,0.0,20.560661,18.511833,17.25697,16.760012,16.400774,24.329836
4936,RMJ144308.2+045112.8,220.78432069596232,4.853551108135999,0.2764181,32.024406,0.9949978,0.27159497,0.0,21.853193,18.973873,17.446276,16.899214,16.540953,25.598223
4939,RMJ103748.9+154123.4,159.45391864870433,15.689829843132777,0.1863555,31.42946,0.99841905,0.1957527,0.0,19.857626,18.150986,16.85359,16.335976,15.905794,21.878107
4940,RMJ111253.7+234828.0,168.22358403798404,23.80777693957663,0.18521184,30.712477,0.9978577,0.18610111,0.0,20.138002,18.111338,16.85032,16.360975,15.97661,21.79564
4942,RMJ095947.7+004907.7,149.94869297215402,0.8188126069727203,0.21741182,30.681967,0.9998928,0.2193648,0.0,20.73592,18.363123,16.956459,16.421402,16.077705,20.810474
4945,RMJ090216.6+560452.8,135.56923097670074,56.08133464354756,0.4173206,52.74066,1.2705305,0.40940216,0.0,21.590624,20.299963,18.48786,17.757477,17.370937,39.499645
4949,RMJ091417.9+235904.7,138.5747574985293,23.98463685259573,0.2717026,37.089058,1.0141244,0.25864515,0.0,21.086592,18.821533,17.297121,16.745356,16.440516,28.877745
4950,RMJ121248.5+410411.9,183.20219876987255,41.06995934124017,0.24849921,40.231583,0.99552196,0.26375368,0.0,21.335514,19.765705,18.320095,17.77766,17.443012,23.737614
4951,RMJ014625.0+000819.6,26.60400349574123,0.13878018640073891,0.38533464,46.470863,1.0477898,0.40365094,0.0,22.987366,20.315905,18.502998,17.83492,17.440804,31.425962
4952,RMJ115802.0+113304.9,179.5084259223094,11.551349037550047,0.26811105,36.66192,0.9932287,0.29066947,0.0,21.833775,19.458511,17.871805,17.319029,16.974297,22.782494
4953,RMJ001312.4+094023.5,3.301760532376079,9.673182628091086,0.38616058,60.71901,1.4432914,0.26392218,0.0,22.925798,20.438286,18.755295,18.139404,17.856667,40.356464
4954,RMJ140313.9-001911.2,210.80803934177277,-0.3197697355349083,0.43998674,45.967453,1.3788979,0.44141772,0.0,22.26221,20.998947,19.065332,18.304403,17.886412,28.620499
4956,RMJ102941.3+202415.4,157.42220247323286,20.404279092295987,0.37159166,42.48932,0.9985229,0.39220163,0.0,21.641113,19.658955,17.917341,17.268072,16.827152,33.01266
4959,RMJ130258.6+603459.9,195.74416748960016,60.58329482569868,0.4099821,49.00319,1.1628299,0.39873627,0.0,24.187027,19.83346,18.023716,17.350065,16.945189,38.98918
4960,RMJ150619.2+121034.5,226.57989980950268,12.176262669163393,0.22441465,30.544672,1.02489,0.22592714,0.0,20.959724,18.623558,17.262297,16.758127,16.432446,27.750696
4964,RMJ083125.9+333935.9,127.85776422030706,33.65996710389609,0.42595655,54.35769,1.2568287,0.42512357,0.0,21.522198,19.662378,18.089718,17.343494,16.958725,35.544422
4965,RMJ155151.9+084748.4,237.96616424161712,8.796766108198684,0.40924197,59.20877,1.1496335,0.3886718,0.0,20.79238,19.572565,17.905794,17.24553,16.845821,48.268562
4966,RMJ091447.9+115158.9,138.69944793613018,11.866362546936372,0.37327662,31.093851,1.000149,0.40257463,0.0,23.587484,20.959192,19.118809,18.437721,18.122576,19.274122
4967,RMJ144658.5+170313.6,221.74386434552525,17.053768669810918,0.25037864,35.60932,0.9978353,0.26144087,0.0,20.91129,18.91844,17.467722,16.96362,16.585564,22.24375
4969,RMJ093919.4+575832.3,144.83099526274964,57.97562555495021,0.45372555,56.890015,1.4966934,0.44775996,0.0,25.160284,20.739798,18.996649,18.237902,17.78312,38.974915
4970,RMJ104256.9+041556.4,160.73717681043746,4.265661392656224,0.40137884,51.718575,1.1212924,0.4276134,0.0,22.68322,20.10106,18.434687,17.705854,17.340101,31.08663
4971,RMJ135534.0+083026.3,208.89157883152035,8.507294363343904,0.43838564,66.24131,1.3165033,0.44868922,0.0,23.964066,20.790648,19.159206,18.424023,17.93145,38.542572
4972,RMJ120312.2+145153.5,180.80071581178967,14.86486233075802,0.21100341,31.97864,0.9992759,0.20055805,0.0,20.487188,18.163504,16.80839,16.322752,15.955522,28.39078
4973,RMJ002048.1+013506.0,5.2003216231603915,1.5849945279868614,0.19721861,34.7703,1.0154313,0.20775269,0.0,20.514393,17.997648,16.684763,16.215185,15.797857,26.647186
4974,RMJ110917.5+354735.7,167.32277985693332,35.793255365417345,0.34459382,43.282578,1.0064929,0.33147788,0.0,22.076145,19.794529,18.211782,17.605371,17.259928,29.292423
4979,RMJ101307.3+175554.8,153.2805337205513,17.93188006635145,0.2613053,33.214294,0.99760073,0.2607973,0.0,21.255375,19.133118,17.56192,16.982826,16.68056,21.966024
4985,RMJ103911.3+160514.9,159.7970458278993,16.08746413480157,0.18833578,34.98387,1.131452,0.19278438,0.0,20.92092,18.790882,17.50765,17.031887,16.678705,17.792168
4986,RMJ101220.1+032538.2,153.0839444584658,3.4272675021792725,0.24018577,36.7687,1.0039809,0.2405354,0.0,20.843546,18.415428,16.975399,16.482061,16.139183,28.904675
4991,RMJ085446.3+415615.6,133.69287389441286,41.937664081874345,0.13347317,32.665115,1.1439334,0.13610622,0.0,19.844128,17.72753,16.6592,16.20593,15.855235,19.16794
4994,RMJ140552.4+451519.7,211.46831765666022,45.255458809695945,0.40946785,78.68937,1.3557924,0.39143848,0.0,25.941065,19.576588,17.870949,17.227715,16.852674,45.943832
4995,RMJ021529.5-053255.3,33.87297278699361,-5.548687551630768,0.2923774,33.244804,1.0096995,0.2902995,0.0,21.404388,18.864075,17.32052,16.760649,16.434593,24.537617
4996,RMJ080536.2+322745.9,121.40063373589524,32.46275474571619,0.4020509,55.04416,1.2433187,0.37533677,0.0,25.06701,20.362387,18.756804,18.128761,17.654692,34.709408
4999,RMJ153113.2+190846.6,232.80501752964605,19.14629099273757,0.38039145,49.979507,1.0764903,0.35188514,0.0,22.904404,19.34238,17.630072,17.000362,16.631186,46.298046
5000,RMJ133740.9+405954.3,204.42030844848395,40.998421308492844,0.28979042,37.089058,0.9980771,0.28944522,0.0,20.583576,18.742605,17.175879,16.62349,16.21707,30.88178
5001,RMJ135709.6-011106.1,209.29004066002588,-1.185015224676,0.38818976,48.66758,1.0848243,0.39834052,0.0,24.561567,20.000023,18.174341,17.507854,17.166176,32.324192
5002,RMJ144426.7+024706.1,221.11111489942166,2.7850155477872662,0.47473,85.47784,1.9148717,0.491268,0.0,22.854269,21.484348,19.801102,18.869808,18.326424,41.13777
5007,RMJ112328.7+200251.1,170.8696105301923,20.047535796861176,0.3748957,46.547142,1.0242496,0.35172293,0.0,23.573008,20.297012,18.490189,17.843754,17.499817,37.556812
5010,RMJ010826.4+040912.6,17.110059906788308,4.153494932423726,0.27115908,40.78076,1.0008336,0.27695784,0.0,20.711903,18.732986,17.28463,16.71746,16.434029,35.674072
5011,RMJ171648.6+254646.5,259.20230686838306,25.779575454235268,0.34237784,46.120003,0.9967728,0.339626,0.0,21.233883,19.213457,17.415157,16.80308,16.541424,35.972218
5014,RMJ132643.5+023419.2,201.68123677926832,2.5720035544349154,0.38543963,56.493385,1.1296133,0.3901614,0.0,22.268436,20.174385,18.538948,17.87007,17.502909,40.34061
5018,RMJ082225.8+291129.2,125.60764999006595,29.191455111796447,0.17474587,30.209063,1.0800699,0.17237705,0.0,19.775476,17.680115,16.415169,15.939625,15.600026,22.03821
5019,RMJ130907.0+433756.5,197.27908794902507,43.632350004434684,0.35164997,43.816498,0.99457496,0.35327497,0.0,21.735674,19.365639,17.55167,16.956318,16.562033,31.146307
5020,RMJ110848.3+182314.2,167.20131050945855,18.387285873565332,0.46984255,63.571693,1.6285259,0.47445914,0.0,24.370178,21.862114,19.96479,19.103077,18.768377,33.20674
5021,RMJ223519.0+022301.7,338.82903680614976,2.3838094755394788,0.40168643,43.14528,1.1851246,0.34936762,0.0,22.867214,20.47178,18.600622,17.968975,17.52279,30.20848
5022,RMJ003047.5+033610.2,7.697709711002062,3.602834099697987,0.33083412,42.1232,1.0010186,0.33203164,0.0,24.942318,19.502823,17.800842,17.198324,16.872131,25.502737
5025,RMJ145234.2+461728.5,223.14232932932134,46.291244165001515,0.26136044,32.512566,0.99738896,0.25653458,0.0,20.023716,18.509338,17.05054,16.50464,16.103565,22.632435
