,NAME,RA,DEC,Z_LAMBDA,LAMBDA,S,Z_SPEC,IMAG,MODEL_MAG_U,MODEL_MAG_G,MODEL_MAG_R,MODEL_MAG_I,MODEL_MAG_Z,ILUM
7,RMJ100214.1+203216.6,150.55890608070382,20.537949366927045,0.3236771,151.36407,0.997079,0.31961888,0.0,21.571142,19.440008,17.76432,17.182882,16.82482,102.78606
11,RMJ004629.3+202804.8,11.622199893045263,20.46801265525455,0.103966124,123.355934,1.0065434,-1.0,0.0,18.234732,16.058546,15.022212,14.60104,14.229931,86.0485
16,RMJ092030.0+302946.8,140.12508065960202,30.496346634770482,0.30510542,38.690826,0.99542797,-1.0,0.0,24.478506,20.919626,19.318394,18.665712,18.465912,27.625439
18,RMJ092052.5+302740.3,140.21889165811075,30.461187177126508,0.2942456,128.64941,0.99813974,0.2929025,0.0,22.173271,19.20584,17.485807,16.92785,16.63299,83.79398
20,RMJ133431.5+201217.7,203.63112096711927,20.20490487002587,0.1714944,73.36539,1.0069054,0.1755066,0.0,20.246784,18.124199,16.902193,16.447592,16.09791,50.735218
25,RMJ141424.1-002239.5,213.60024185108855,-0.3776437738556696,0.13786592,105.12624,0.99950504,0.1377273,0.0,18.29165,16.22327,15.140005,14.719237,14.372661,76.482506
27,RMJ231147.6+034107.6,347.94853803888344,3.6854539314817942,0.30071348,166.20715,1.0063434,-1.0,0.0,22.271101,19.772509,18.160252,17.583206,17.228146,122.52562
32,RMJ164322.3+132146.8,250.84303523084736,13.36298791364368,0.18733467,111.212975,1.0130641,-1.0,0.0,20.782547,18.142845,16.885592,16.3875,16.14734,82.81728
34,RMJ123416.1+151508.4,188.56728230785902,15.252336618148355,0.27977693,136.90236,1.0218881,0.2879537,0.0,22.527777,19.839067,18.189487,17.609932,17.262325,94.968605
48,RMJ124922.1+494742.1,192.34208293620435,49.79503970710243,0.2872477,129.30537,0.99474806,0.28635317,0.0,20.794405,18.93353,17.312283,16.730701,16.402046,84.32805
51,RMJ232214.8+283115.4,350.56149160184816,28.52093384874184,0.38749996,163.93417,1.1721604,-1.0,0.0,26.238625,19.849434,17.98838,17.265718,17.01596,103.36564
59,RMJ130650.0+463333.4,196.70831678088706,46.55927281084781,0.22913617,122.379616,1.0275583,-1.0,0.0,19.771725,17.59669,16.161217,15.641304,15.339844,88.96
64,RMJ233427.2+065146.0,353.61341183826477,6.862783311139915,0.30980498,137.60408,0.99231446,0.295352,0.0,20.685202,19.082613,17.381073,16.803356,16.410904,98.33771
68,RMJ013716.8+075256.1,24.320160126077667,7.882243008341106,0.28412765,100.19888,1.0276889,0.2576128,0.0,22.844526,19.949362,18.452885,17.904272,17.580954,60.75095
77,RMJ132703.5+534952.2,201.7647299426317,53.83117773154537,0.37974402,34.83132,1.0170922,-1.0,0.0,25.46717,20.149761,18.614033,17.945038,17.573713,24.20414
79,RMJ222602.2+172247.1,336.5092849539111,17.379739277262658,0.11359597,74.280685,1.0099313,-1.0,0.0,19.022427,16.95521,15.911219,15.475521,15.149356,55.628624
81,RMJ132724.2+534656.5,201.85063858272576,53.78234929625666,0.38597882,120.82361,1.0246546,0.41126522,0.0,24.598787,20.50731,18.667418,18.023848,17.557123,80.7847
88,RMJ215021.3-084718.3,327.5889258928229,-8.788427356281481,0.3856206,150.64708,1.1650488,0.39517346,0.0,24.300735,19.761198,18.107422,17.436401,16.989004,87.619865
91,RMJ152745.8+065233.6,231.94095862197884,6.876006759440544,0.37996796,131.86821,1.0631683,0.3872452,0.0,22.570927,20.040192,18.393223,17.761814,17.316757,85.36496
92,RMJ021952.2+012952.2,34.96731211051281,1.4978336251720632,0.36417052,127.03239,1.0200925,0.365013,0.0,22.234655,19.607744,17.849936,17.252018,16.823156,79.78328
101,RMJ151514.1+042310.4,228.8087976940228,4.386217797780727,0.10217465,75.729904,1.0055288,0.094680585,0.0,18.225283,16.1714,15.20759,14.833733,14.531398,65.65809
102,RMJ155953.9+220822.7,239.97459324946618,22.139645502545577,0.40253094,152.05054,1.1436265,-1.0,0.0,26.81376,20.720154,19.156853,18.483028,18.130978,101.21696
105,RMJ075613.3+301356.4,119.05552323533595,30.232331627634416,0.39139116,147.03166,1.1457872,0.44108585,0.0,22.438946,20.048708,18.088467,17.296005,16.97624,100.19917
107,RMJ231912.2-022704.4,349.80081010272477,-2.4512182171440147,0.11038379,70.10082,1.0201013,0.10932119,0.0,19.37486,17.282131,16.251406,15.832551,15.496131,45.253544
110,RMJ153641.2-020125.2,234.1717837489919,-2.0236755390906205,0.13844842,81.95393,1.0038015,0.14353341,0.0,19.315454,17.560072,16.472218,16.034554,15.699304,60.124977
112,RMJ004118.5+252609.1,10.32710489474789,25.43585063121003,0.13737793,80.443695,1.0323104,-1.0,0.0,18.879257,16.86979,15.773129,15.338782,14.952082,54.275604
117,RMJ143026.4+243711.3,217.60998832428777,24.619803823594072,0.13736627,78.32325,0.9999825,0.13557237,0.0,19.448776,17.61797,16.610567,16.204803,15.887005,63.466545
118,RMJ092229.1+545947.3,140.62124137239124,54.996458978834454,0.18279213,84.82187,1.020004,0.18362965,0.0,19.659168,17.159218,15.866538,15.37199,15.011688,57.32725
120,RMJ221639.7+261142.1,334.1654355149437,26.195027689740673,0.36851424,127.8409,1.0726426,-1.0,0.0,22.102112,19.942797,18.115948,17.532894,17.121988,83.350365
122,RMJ000343.8+100123.8,0.9324948495495278,10.023269846272969,0.37146193,131.42581,1.1863598,0.3743051,0.0,21.336063,19.870861,17.98011,17.38383,17.055918,76.43598
123,RMJ133649.4+102624.1,204.20577641853038,10.440019004466865,0.15694562,82.68617,1.0205249,0.1551845,0.0,19.199953,16.761967,15.62245,15.181034,14.84259,49.144295
124,RMJ092121.1+031713.2,140.3379643256792,3.287009044317011,0.34993792,120.27443,0.9951764,0.3512842,0.0,21.979654,19.650427,17.766245,17.135696,16.78813,79.004
125,RMJ231122.4+051657.8,347.84338236482716,5.282714716932483,0.39199296,153.82011,1.2549335,-1.0,0.0,21.272207,20.343683,18.327974,17.693419,17.346601,97.416374
127,RMJ002635.7+170943.1,6.648616031470681,17.16196944261077,0.4040254,137.11592,1.2783558,-1.0,0.0,21.001766,19.566553,17.74113,17.034594,16.724035,103.371086
128,RMJ222826.8+203852.4,337.1114998738553,20.647893874626618,0.38904276,121.12871,1.1387718,0.40751082,0.0,23.127993,20.921925,19.005835,18.378098,18.002172,68.55221
129,RMJ003818.1+092747.5,9.575498003419852,9.463182441093377,0.28362858,103.58549,1.0270327,-1.0,0.0,22.003292,19.708504,18.145992,17.597845,17.233099,74.9827
135,RMJ101113.0-020235.5,152.80422265706412,-2.0432048010435935,0.20194885,89.12377,1.0265679,-1.0,0.0,19.951733,17.933332,16.572443,16.072819,15.75463,67.41109
137,RMJ012243.6+130059.4,20.68159167234097,13.016497434228624,0.25142932,91.13743,1.0083144,-1.0,0.0,20.988785,19.26262,17.714727,17.186045,16.81069,61.17373
139,RMJ123917.2+184601.9,189.8218694006651,18.76719144318734,0.32164523,108.5281,0.9935289,0.3225581,0.0,22.888702,19.856249,18.32052,17.703684,17.283476,64.95096
141,RMJ163349.5+243253.0,248.45633642499385,24.548048982620102,0.18939483,88.65087,0.9998309,-1.0,0.0,27.850914,18.177612,16.974058,16.387238,15.905312,49.89209
144,RMJ132722.9+033745.1,201.84549713948246,3.629195635850618,0.22044352,96.20208,1.0272278,0.22466692,0.0,21.058868,17.941801,16.538015,16.038204,15.727994,67.22661
148,RMJ145213.1+375251.9,223.05448193839214,37.881090670959146,0.2869105,101.9227,1.0007464,-1.0,0.0,21.278265,19.251575,17.607424,17.05972,16.780848,72.839226
149,RMJ021953.5+024707.1,34.97286236437526,2.785293187416784,0.27702618,110.831604,1.012587,-1.0,0.0,22.844538,19.145765,17.604244,17.018326,16.69332,85.191025
150,RMJ082319.3+155745.8,125.83033267095192,15.96272470961174,0.15643018,82.07597,1.0164409,0.15255272,0.0,19.119108,16.921602,15.778938,15.334499,15.003674,58.73873
152,RMJ113804.2+275838.3,174.51760157453668,27.97729818308859,0.43013456,116.567474,1.3338966,0.44741425,0.0,21.838305,20.270563,18.519266,17.734674,17.331343,70.18663
154,RMJ084617.5+050803.8,131.5727437563899,5.134378654131286,0.24042937,94.98168,1.0035769,0.2365112,0.0,21.363598,19.132286,17.648531,17.13105,16.730097,72.574814
155,RMJ121756.8+204016.9,184.48662777963824,20.671367522784987,0.21443991,89.71872,1.031113,0.20075789,0.0,19.81733,17.633625,16.284866,15.797961,15.493101,64.182076
156,RMJ115235.4+371543.1,178.1474322996246,37.261975629234314,0.16810475,84.85238,1.0028696,0.16440418,0.0,19.871937,17.705479,16.480122,16.002571,15.672993,66.122185
157,RMJ010032.8+044900.5,15.136647164563158,4.81679274260843,0.3587084,115.25555,1.0483831,0.341505,0.0,21.164854,19.817312,18.021402,17.467615,17.063757,72.10037
161,RMJ002224.7+231733.0,5.602896632471584,23.292492579949798,0.1334249,81.130165,1.012234,-1.0,0.0,18.216394,22.995884,15.312769,14.838268,24.780642,56.671257
163,RMJ003321.6+102725.7,8.339866462991097,10.457140859821097,0.4143053,142.47041,1.3936415,0.4367538,0.0,21.614302,19.511786,17.755255,17.016949,16.64267,86.524635
164,RMJ140746.5+140011.9,211.94373261424636,14.003305890560632,0.1342595,67.1261,1.0159144,-1.0,0.0,18.238708,16.187218,15.112997,14.692868,14.353226,48.75889
168,RMJ100835.7+171443.8,152.14878614834615,17.245503750170737,0.122598104,61.252937,1.0242356,-1.0,0.0,18.86202,16.926105,15.927269,15.526463,15.148541,43.746895
169,RMJ113811.0+275534.6,174.5459893141711,27.92628757548525,0.45791224,41.2079,1.5966864,-1.0,0.0,22.798395,21.347767,19.625092,18.761892,18.322561,22.572624
171,RMJ172446.8+320234.9,261.194947638601,32.04302165573092,0.21523412,85.935486,1.0612772,-1.0,0.0,20.66167,18.251728,16.82677,16.326939,16.01691,64.800026
172,RMJ130400.9+673023.9,196.00366462936557,67.5066435660826,0.22120395,90.05433,1.0080856,0.2212388,0.0,20.876017,18.976961,17.596275,17.082891,16.718903,65.27155
173,RMJ225946.5+310223.9,344.94378670174945,31.03996403197944,0.19488999,75.485825,1.0197992,-1.0,0.0,20.819302,18.3878,17.077044,16.537764,16.27345,58.02976
176,RMJ145058.7+311742.0,222.74462613880266,31.29499444192225,0.16450603,75.28751,1.0274268,0.16570234,0.0,19.278603,17.075615,15.843593,15.393922,15.060757,53.670887
177,RMJ222842.7+083924.4,337.17778435319144,8.656782036448227,0.41733646,181.12653,1.4284549,-1.0,0.0,20.96521,19.876343,17.8953,17.198114,16.790714,115.9224
181,RMJ224712.3-020537.8,341.80120846766516,-2.0938306020866615,0.34554094,119.20658,0.99792916,-1.0,0.0,22.27737,20.140245,18.405712,17.806726,17.493124,80.25164
184,RMJ082605.8+401731.1,126.52400684841086,40.291977921564815,0.39517546,137.72612,1.090649,0.40219858,0.0,22.234459,20.544209,18.644238,17.964653,17.605022,93.007744
186,RMJ232040.8+115603.9,350.17010932381305,11.934428808776895,0.3089343,112.60118,0.99487877,-1.0,0.0,21.402254,19.213724,17.579622,16.97448,16.664698,77.156
188,RMJ145447.1+542233.1,223.69616068862564,54.37587473555687,0.10065141,61.878387,1.0007802,-1.0,0.0,18.734528,16.702318,15.719351,15.269144,14.953373,39.91905
191,RMJ221059.3-065323.9,332.74715526152113,-6.889981263699414,0.37124836,128.48161,1.1773537,-1.0,0.0,22.552816,20.68732,18.714975,18.085466,17.677858,79.83432
192,RMJ083539.7+365225.5,128.91552313766326,36.873761455891426,0.30591035,98.780174,0.9981661,0.29157805,0.0,22.015102,19.800934,18.132656,17.533932,17.230747,64.24213
194,RMJ114806.9-023420.3,177.02885081291004,-2.572318594703576,0.33997595,101.7854,0.99658376,-1.0,0.0,22.892765,19.388865,17.607561,17.001362,16.696617,73.865166
195,RMJ102108.8+144603.6,155.2866704709054,14.767664392406067,0.24841015,83.05229,0.99785537,0.24245864,0.0,20.435461,18.447386,16.933332,16.3947,16.101885,56.353653
196,RMJ134347.5+094652.4,205.9480100979297,9.781220228794455,0.2174803,73.54845,1.0016471,0.21168223,0.0,21.323853,18.66974,17.330393,16.855932,16.563147,54.121426
199,RMJ072646.8+423150.5,111.69480309714741,42.530683627099954,0.18996878,65.69213,1.0144398,0.18237486,0.0,20.368807,18.37293,17.055578,16.57725,16.269796,45.78205
200,RMJ212107.6+051944.0,320.28171461870113,5.328886382928081,0.14683487,74.32645,1.028291,0.14540547,0.0,19.550861,16.856173,15.747533,15.289054,14.973679,45.069706
204,RMJ122147.0+074823.5,185.44574337995238,7.806530990245651,0.13318285,67.00406,1.0220855,0.13709411,0.0,18.997429,16.988869,15.921732,15.487048,15.149906,41.31159
205,RMJ085138.9+333106.2,132.91195808627853,33.518376242941706,0.354275,109.96207,1.066153,-1.0,0.0,24.549664,19.815697,17.997223,17.40002,17.084782,63.17074
209,RMJ221715.8+090310.1,334.315983702489,9.052793669803416,0.28500324,98.490326,0.9984583,0.28823164,0.0,24.27115,19.687195,18.011175,17.426739,17.07484,65.51539
210,RMJ012713.6+002206.2,21.806780682788315,0.3683824789556343,0.37721947,107.64331,1.0189492,0.3379918,0.0,24.283419,20.292109,18.528316,17.88677,17.501423,68.882385
211,RMJ012542.3-063442.3,21.426365942207184,-6.57842375184543,0.43585908,159.34242,1.4463356,-1.0,0.0,21.291021,20.151243,18.36798,17.543617,17.135511,91.0284
215,RMJ113252.2+395036.0,173.2174449797248,39.84333417776916,0.29865885,94.96643,0.9973907,-1.0,0.0,22.030739,20.220438,18.748337,18.19004,17.889288,57.9027
220,RMJ134502.1-024838.0,206.25859097496294,-2.810568311392039,0.52428687,197.57138,2.1916816,0.52037805,0.0,21.867632,21.252935,19.646334,18.696238,18.302183,95.125206
221,RMJ081545.8+100410.7,123.94099276150507,10.069641727964429,0.28483966,95.43933,1.0183662,0.2772374,0.0,21.763939,18.747173,17.196218,16.633795,16.335976,71.982445
222,RMJ011717.7+154516.9,19.323842848876495,15.75470618314931,0.3618793,93.181595,1.1132892,0.34496918,0.0,23.211544,20.209715,18.31304,17.708729,17.4276,57.67772
223,RMJ224715.8-030147.0,341.8157147386808,-3.0297221844497155,0.18798181,80.016556,1.0008998,0.18249871,0.0,19.283499,17.499134,16.274715,15.747876,15.5280905,58.41492
226,RMJ081659.3+490141.1,124.24715600041453,49.02808634920014,0.3498015,105.416084,1.0031039,0.35895228,0.0,22.650976,19.401848,17.551184,16.924248,16.604895,72.62555
227,RMJ085023.9+001536.4,132.59971858822274,0.2601200744886376,0.19828618,68.40752,0.9983379,0.19607635,0.0,20.380491,18.260794,16.932016,16.448282,16.119766,47.545567
228,RMJ113025.0+054411.5,172.60423455872683,5.736522184291929,0.3485393,104.744865,0.9965459,-1.0,0.0,25.370094,19.858845,18.1873,17.574877,17.274496,73.42431
230,RMJ230214.1+064930.9,345.5588386997249,6.82523736197427,0.3312312,94.1274,0.9956171,-1.0,0.0,20.400406,19.19372,17.3368,16.831072,16.522434,78.42672
231,RMJ092346.3+084058.8,140.94279660515411,8.683010182132776,0.13528697,64.89887,1.0196967,0.13090296,0.0,19.018633,16.943108,15.7956,15.34469,14.988856,47.493225
232,RMJ081018.2+181518.1,122.57587657064808,18.25502857865156,0.41927442,122.242325,1.2057806,0.42180753,0.0,25.986628,20.805708,18.845041,18.169209,17.694937,70.86458
233,RMJ163800.9+375259.9,249.50361271456444,37.883301884969995,0.16776675,60.16983,1.0065131,-1.0,0.0,19.16397,17.077837,15.894366,15.429487,15.141157,41.47865
236,RMJ012847.1-074200.6,22.1963310045994,-7.700178633455136,0.37579867,113.8826,1.1028619,-1.0,0.0,22.351913,20.154907,18.314392,17.773447,17.317282,81.17601
237,RMJ082959.5+561944.5,127.49773905910564,56.32903732272889,0.28901133,98.841194,1.0011739,0.27079877,0.0,21.947487,19.378937,17.793362,17.261656,16.894499,62.062553
238,RMJ153618.6+373837.7,234.07730570680098,37.64380939900804,0.15969808,70.69576,1.0011811,-1.0,0.0,19.664238,17.576145,16.403852,15.951431,15.656128,51.280685
239,RMJ100406.9+204910.4,151.02891642163655,20.819556577936183,0.31507745,93.273125,1.0082878,0.31243062,0.0,21.775692,19.722517,18.073387,17.493088,17.250492,62.20098
240,RMJ084231.1+474918.6,130.6294969503746,47.821838282390594,0.3731811,104.973694,1.02923,0.38171563,0.0,21.363739,20.184017,18.460814,17.81929,17.402033,68.50256
241,RMJ001556.0+334143.4,3.983213661520665,33.69539567056108,0.3053998,84.42524,0.99459463,-1.0,0.0,21.307371,18.85927,17.220947,16.641598,16.307178,59.71083
244,RMJ023054.9+024719.6,37.72873933373029,2.7887739529826487,0.23238227,91.732376,1.0021856,-1.0,0.0,19.55752,17.279741,15.799681,15.297914,14.989581,61.63415
245,RMJ085940.1+611938.0,134.91727692850088,61.32722082961345,0.2616974,78.03341,0.9963359,0.2537103,0.0,20.099003,18.21752,16.707499,16.154345,15.810251,58.04201
246,RMJ235538.8+014555.0,358.91160430600587,1.765266357406053,0.24655814,83.3879,0.99963504,0.22588354,0.0,20.614632,18.330204,16.863422,16.332767,16.00756,72.977486
247,RMJ122214.9+402759.3,185.56188505956334,40.46646219873503,0.3234298,101.90744,0.99546593,0.31321198,0.0,22.599092,19.110043,17.509249,16.91207,16.602907,69.378204
249,RMJ142921.1+230630.0,217.3379937664347,23.108329121597087,0.1385318,58.53755,1.0329897,0.13480453,0.0,18.597015,16.648588,15.549234,15.110007,14.769954,40.490562
252,RMJ151738.7+152123.6,229.41115782253542,15.35655517554192,0.34885153,86.499916,0.99398696,0.34496224,0.0,22.847357,20.130909,18.491316,17.879549,17.522402,65.35765
254,RMJ215427.3+003834.1,328.61354965938415,0.6427939531341382,0.22423229,84.88289,1.0365225,0.22119986,0.0,20.362816,18.22661,16.836504,16.269463,16.02648,58.897774
257,RMJ010101.5-095717.1,15.256445462994833,-9.954742782288525,0.14698568,63.449654,1.0068814,0.15044478,0.0,19.1239,17.1722,16.024696,15.561234,15.189847,36.339947
259,RMJ152138.4+320712.5,230.41005622961038,32.12012744792136,0.11097203,57.912094,1.0111731,0.11341745,0.0,18.428373,16.337164,15.30699,14.867944,14.488643,40.784367
262,RMJ140117.8+250150.2,210.32399919166284,25.030605717763045,0.41005743,122.150795,1.1267189,-1.0,0.0,21.04262,19.486252,17.711481,17.042763,16.621962,90.49406
263,RMJ115715.2+333638.5,179.31323546362367,33.610706938161215,0.21948987,86.01176,0.9985051,0.22043326,0.0,22.221693,18.855225,17.51862,17.027626,16.740791,51.344227
264,RMJ005105.2+261716.7,12.771797942357352,26.28797321810424,0.24628298,82.03021,0.9999774,-1.0,0.0,21.489927,18.449106,16.934286,16.370113,15.99811,55.81046
265,RMJ113534.6+210253.2,173.89408967485704,21.048100502454925,0.1655387,65.92096,1.0092496,0.16419415,0.0,19.626715,17.542908,16.323097,15.860404,15.563955,50.55631
266,RMJ151253.9+141814.2,228.22475557524956,14.303951093524773,0.17920415,67.17187,1.0015379,0.18031828,0.0,19.865675,17.662815,16.434906,15.948986,15.644963,43.103745
267,RMJ233326.1+092526.2,353.35868094425774,9.42395264350569,0.1671524,62.351295,0.99830353,-1.0,0.0,19.508575,17.379608,16.150383,15.686005,15.339183,51.78142
268,RMJ151721.9-004256.3,229.34113123442404,-0.7156469301967044,0.110840224,58.125664,1.0037961,-1.0,0.0,18.560028,16.81304,15.78865,15.390456,15.034538,38.50516
269,RMJ112815.4+254922.6,172.0640233069248,25.82293531702648,0.35227656,106.36189,0.9974116,0.33992344,0.0,24.893959,20.255405,18.49721,17.856422,17.47496,73.43793
271,RMJ143740.3+301200.3,219.41789823267607,30.200079209686482,0.33775833,97.60554,1.0063996,0.33983114,0.0,21.317774,19.622911,17.786594,17.172895,16.809221,81.2636
274,RMJ121106.6+284743.2,182.77737163411422,28.795322389121328,0.38226765,105.40083,1.0832537,0.39730233,0.0,22.290878,20.16538,18.39567,17.735891,17.357634,66.083015
275,RMJ143321.8+292701.3,218.3409807782051,29.45037440805153,0.22457683,80.764046,0.9967571,0.22082463,0.0,20.404324,18.232195,16.843079,16.342052,16.014505,56.42582
276,RMJ110455.5+472515.6,166.23145049284113,47.42101288520093,0.2152495,73.13656,0.9978305,0.21877946,0.0,20.800987,18.535248,17.173225,16.673111,16.302525,49.395897
277,RMJ114739.1+252909.9,176.912978931759,25.486073929854776,0.10360993,51.947403,1.0070235,-1.0,0.0,18.38863,16.380274,15.400559,15.009857,14.675787,38.468143
278,RMJ132030.7+332614.6,200.1279105719961,33.43737609675003,0.30440143,60.76478,0.99617887,-1.0,0.0,22.01836,19.997797,18.550312,17.97004,17.583042,42.435543
279,RMJ140240.4+174522.8,210.66822871550488,17.75632211513427,0.18777816,62.686905,1.0220712,0.19133049,0.0,19.510891,17.624165,16.359991,15.908107,15.55032,45.504
281,RMJ130315.5+315018.5,195.81454919438488,31.83846045163863,0.16483599,61.008858,1.0067954,-1.0,0.0,19.870329,17.625637,16.458412,15.9898815,15.651689,41.773018
282,RMJ165443.3+400246.5,253.6803073025745,40.046244550159145,0.14819142,62.808945,1.006339,-1.0,0.0,18.952955,16.923815,15.781211,15.34421,15.039209,43.721935
283,RMJ081751.8+302109.2,124.46590519836832,30.352550087324556,0.40290403,119.96933,1.1748861,0.4094326,0.0,21.73802,20.384735,18.63284,17.95193,17.664606,77.86367
284,RMJ124150.3+194655.9,190.45976022697252,19.782202782584875,0.2769047,91.976456,1.0054497,0.28660524,0.0,21.30568,18.960854,17.305529,16.725664,16.399332,61.677822
286,RMJ163509.2+152951.5,248.78848636394582,15.497636327531435,0.47146276,143.08061,1.6991247,0.47448984,0.0,23.387695,21.252724,19.41095,18.574865,18.124249,78.228905
288,RMJ144032.0-013727.1,220.13341330676081,-1.62418757631147,0.33192262,88.83393,0.998117,0.32227212,0.0,24.200796,20.426962,18.715416,18.073114,17.761385,54.647156
289,RMJ224721.9+263750.6,341.8414367274467,26.630716082849542,0.3813086,127.99345,1.2411016,-1.0,0.0,21.985275,20.425657,18.640234,17.949278,17.590551,83.43431
291,RMJ112951.5+025616.7,172.46469947626252,2.9379726523747722,0.2382387,84.97442,1.046327,0.22713777,0.0,20.876505,19.124317,17.769478,17.21793,16.957605,66.31765
294,RMJ004229.4+252252.5,10.622297885917021,25.38124211943937,0.14913073,49.826958,1.0061,-1.0,0.0,19.412857,16.93473,15.7995205,15.343794,14.975283,32.11242
295,RMJ004511.7+084111.0,11.298848605027956,8.686376099296877,0.2968764,96.58346,0.9990044,0.29164845,0.0,21.135365,18.944324,17.282358,16.695618,16.382887,72.753296
297,RMJ112659.2+234420.3,171.74673846399438,23.738971858798187,0.3038047,92.11375,0.9967524,0.30025145,0.0,21.883137,19.838432,18.141645,17.56176,17.186104,62.98996
298,RMJ142334.3+162840.1,215.89285895602228,16.477798457779667,0.23425509,73.41115,0.9994534,0.23599586,0.0,21.694944,19.396421,17.974413,17.48497,17.119772,52.94365
299,RMJ094724.2+380845.9,146.85085849298787,38.14607394439294,0.4602596,137.69562,1.394293,0.45155537,0.0,23.301353,21.495157,19.698824,18.834255,18.547663,82.665886
300,RMJ091821.4+611029.6,139.5892214503993,61.174897211194086,0.28188804,83.11331,0.99329096,0.2794803,0.0,20.905647,18.512825,16.926702,16.363525,16.030277,66.43041
301,RMJ002307.2-000348.6,5.780111977150966,-0.06350509606867402,0.16365643,49.170998,0.99911475,0.16111502,0.0,20.310528,18.12673,16.914028,16.41128,16.041512,33.321396
302,RMJ002510.9+080756.5,6.295421498484075,8.132370513818138,0.18850644,68.13293,1.0212531,0.18613274,0.0,20.005108,18.032942,16.73854,16.251047,15.890161,41.22394
306,RMJ222704.6-053031.9,336.76896503523085,-5.508851739836786,0.28895578,111.89945,1.1221389,-1.0,0.0,21.84426,19.705542,18.210653,17.665718,17.3284,75.78769
307,RMJ094110.2+123413.8,145.29230354735324,12.57049580867383,0.17760764,71.41275,1.0262886,0.18003608,0.0,20.138567,18.171942,16.969494,16.448763,16.104322,46.783363
309,RMJ115319.3+075557.0,178.3302441184142,7.932494639319433,0.43412864,119.16082,1.2370192,0.42970052,0.0,24.43946,20.965395,19.230774,18.488346,18.069937,78.75238
310,RMJ145955.5+230737.6,224.9813032880457,23.127106815038424,0.17977299,69.64317,1.0050745,0.18120526,0.0,19.244228,17.0955,15.812499,15.342288,14.966619,44.306477
311,RMJ011227.8+033302.0,18.115872518708898,3.550548687052951,0.39076945,121.83044,1.1355916,0.4006502,0.0,23.991291,20.959074,19.120632,18.537167,18.105904,72.76691
312,RMJ094655.3+151126.5,146.73028244800727,15.190685794046916,0.23470041,76.29434,0.9976441,0.2406286,0.0,21.76603,18.891945,17.391804,16.868975,16.491346,50.10624
314,RMJ084605.8+365654.4,131.5241507691578,36.94843215294033,0.28772032,83.18959,1.0760645,0.28636032,0.0,21.231112,19.382334,17.834293,17.261673,16.833681,59.103462
315,RMJ111309.6+235658.9,168.29014098510163,23.949687117077964,0.3407548,85.59988,0.99930286,-1.0,0.0,22.002752,19.730263,18.022226,17.412735,17.102922,55.011814
316,RMJ082930.6+370143.1,127.37754522498582,37.02864194895725,0.33732128,78.4758,0.9989043,0.32396904,0.0,21.463024,19.57112,17.91381,17.328838,17.003159,56.249096
317,RMJ162332.8+272149.2,245.8866421058844,27.363663093723968,0.45125815,132.63097,1.3919122,0.4286144,0.0,25.854305,20.250357,18.320232,17.56098,17.215414,83.13831
318,RMJ114551.8-022010.5,176.46580071321122,-2.3362479351930587,0.122037075,53.48815,1.0493077,0.121508844,0.0,18.894356,16.934607,15.880421,15.436063,15.1091795,34.93775
320,RMJ120435.1+035723.1,181.14640472185442,3.9564206131855975,0.1705602,68.56007,1.0322667,0.16266395,0.0,18.978909,16.886343,15.629791,15.168056,14.878995,50.3147
322,RMJ082026.8+073650.1,125.11184818605564,7.6139228844242695,0.22618544,79.60467,1.009815,-1.0,0.0,20.845768,18.52684,17.045311,16.528566,16.170795,49.98958
323,RMJ113825.4+270221.2,174.60567644837727,27.039225989817176,0.32088694,84.9134,0.9983737,0.30827835,0.0,21.92827,20.11662,18.483274,17.931213,17.656134,60.713528
330,RMJ115949.9+282051.9,179.95796173999105,28.347738323595543,0.33893466,98.368286,0.9926746,0.33671585,0.0,24.477757,20.293917,18.5792,18.01093,17.707123,61.526073
331,RMJ103652.7+445235.0,159.2194344698466,44.876391180805776,0.118440986,58.140923,0.9999181,0.12359836,0.0,18.974792,16.735067,15.709288,15.275585,14.913406,40.262768
333,RMJ224023.2+265741.4,340.09664013371435,26.961513479861747,0.31220102,84.71509,0.9940306,-1.0,0.0,21.139153,18.693384,17.16038,16.582478,16.226414,60.76443
334,RMJ012900.7-084520.2,22.25282441748736,-8.755604808670276,0.3578919,93.730774,1.0057964,0.35849252,0.0,20.811731,19.436392,17.732302,17.092163,16.739294,70.46302
335,RMJ014000.8-055502.8,25.003338601269192,-5.917439176111329,0.45236698,124.89669,1.4209694,-1.0,0.0,23.554056,20.10896,18.41703,17.6465,17.14206,79.92854
336,RMJ153521.7+372345.8,233.84050489542184,37.396055343540134,0.15768652,54.20514,0.99780643,0.1536661,0.0,19.064219,16.953625,15.763906,15.337228,14.971268,44.30154
337,RMJ120353.5+014700.5,180.9727591822912,1.7834583508627995,0.24152568,80.12334,0.9961839,0.23674636,0.0,21.405916,19.386438,17.994848,17.491026,17.136778,64.17193
338,RMJ015716.0-000718.2,29.316637236655254,-0.12171413165781608,0.39379823,101.1752,1.096324,0.38782883,0.0,21.895763,20.274124,18.559319,17.925894,17.5671,63.844463
340,RMJ093356.0+385239.0,143.4834801346662,38.87750945781202,0.24577191,68.666855,1.0028566,0.24556407,0.0,21.684818,19.11288,17.608347,17.055283,16.675816,44.73997
